ID_0,ISO,NAME_0,ID_12,NAME_12,ID_23,NAME_23,2014_Popul,Poverty_Ra,2014_Pover
163,NGA,Nigeria,17,Imo,310,Ohaji/Eg,296388,0.0662426,17095
163,NGA,Nigeria,17,Imo,311,Okigwe,172929,0.263094,44824
163,NGA,Nigeria,17,Imo,312,Orlu,217485,0.147219,29847
163,NGA,Nigeria,17,Imo,313,Orsu,233815,0.0619529,14941
163,NGA,Nigeria,17,Imo,314,Oru East,151085,0.1202,17454
163,NGA,Nigeria,17,Imo,315,Oru West,144097,0.138893,20135
163,NGA,Nigeria,17,Imo,316,Owerri Municipal,139378,0.019813,2054
163,NGA,Nigeria,17,Imo,317,Owerri North,197869,0.0613706,9422
163,NGA,Nigeria,17,Imo,318,Owerri West,173936,0.0761705,8058
163,NGA,Nigeria,17,Imo,319,Unuimo,93636,0.32845,30681
163,NGA,Nigeria,18,Jigawa,320,Auyo,127250,0.614141,74010
163,NGA,Nigeria,18,Jigawa,321,Babura,201563,0.576568,116902
163,NGA,Nigeria,18,Jigawa,322,Biriniwa,193678,0.486516,93873
163,NGA,Nigeria,18,Jigawa,323,BirninKu,399789,0.404965,142289
163,NGA,Nigeria,18,Jigawa,324,Buji,115470,0.427468,49679
163,NGA,Nigeria,18,Jigawa,325,Dutse,342388,0.585279,118926
163,NGA,Nigeria,18,Jigawa,326,Gagarawa,121929,0.659424,80444
163,NGA,Nigeria,18,Jigawa,327,Garki,165222,0.579317,93958
163,NGA,Nigeria,18,Jigawa,328,Gumel,153988,0.564335,70965
163,NGA,Nigeria,18,Jigawa,329,Guri,148090,0.562297,79896
163,NGA,Nigeria,18,Jigawa,330,Gwaram,332155,0.522184,171105
163,NGA,Nigeria,18,Jigawa,331,Gwiwa,183775,0.688577,125923
163,NGA,Nigeria,18,Jigawa,332,Hadejia,128280,0.417928,38034
163,NGA,Nigeria,18,Jigawa,333,Jahun,292683,0.720787,205325
163,NGA,Nigeria,18,Jigawa,334,KafinHau,277182,0.49761,138000
163,NGA,Nigeria,18,Jigawa,335,Kaugama,182692,0.656085,119490
163,NGA,Nigeria,18,Jigawa,336,Kazaure,219791,0.681927,126803
163,NGA,Nigeria,18,Jigawa,337,KiriKasa,204947,0.517067,98954
163,NGA,Nigeria,18,Jigawa,338,Kiyawa,225128,0.603757,141675
163,NGA,Nigeria,18,Jigawa,339,Maigatari,250209,0.564716,129457
163,NGA,Nigeria,18,Jigawa,340,MalamMad,335256,0.550968,164285
163,NGA,Nigeria,18,Jigawa,341,Miga,156324,0.691973,111009
163,NGA,Nigeria,18,Jigawa,342,Ringim,257132,0.535407,132448
